"Abs Int (Bck Sub, 2+)"	Charge	IgGIA1H3N3F1	IgGIA1H3N4	IgGIA1H3N4F1	IgGIA1H3N5F1	IgGIA1H3N6F3	IgGIA1H4N2	IgGIA1H4N3	IgGIA1H4N3F1	IgGIA1H4N3F2	IgGIA1H4N4	IgGIA1H4N4F1	IgGIA1H4N4F1S1	IgGIA1H4N4F2	IgGIA1H4N5F1	IgGIA1H4N5F1S1	IgGIA1H4N5F2S1	IgGIA1H5N3F1	IgGIA1H5N4	IgGIA1H5N4F1	IgGIA1H5N4F1S1	IgGIA1H5N4F1S2	IgGIA1H5N4F2	IgGIA1H5N4F2S1	IgGIA1H5N4F3	IgGIA1H5N5F1	IgGIA1H5N5F1S1	IgGIA1H5N5F2	IgGIA1H5N5F3	IgGIA1H6N3F1G1	IgGIA1H6N3F2	IgGIA1H6N5F1	IgGII1H3N3F1	IgGII1H3N4	IgGII1H3N4F1	IgGII1H3N5F1	IgGII1H3N6F3	IgGII1H4N2	IgGII1H4N3	IgGII1H4N3F1	IgGII1H4N3F2	IgGII1H4N4	IgGII1H4N4F1	IgGII1H4N4F1S1	IgGII1H4N4F2	IgGII1H4N5F1	IgGII1H4N5F1S1	IgGII1H4N5F2S1	IgGII1H5N3F1	IgGII1H5N4	IgGII1H5N4F1	IgGII1H5N4F1S1	IgGII1H5N4F1S2	IgGII1H5N4F2	IgGII1H5N4F2S1	IgGII1H5N4F3	IgGII1H5N5F1	IgGII1H5N5F1S1	IgGII1H5N5F2	IgGII1H5N5F3	IgGII1H6N3F1G1	IgGII1H6N3F2	IgGII1H6N5F1	IgGI1H3N3F1	IgGI1H3N4	IgGI1H3N4F1	IgGI1H3N5F1	IgGI1H3N6F3	IgGI1H4N2	IgGI1H4N3	IgGI1H4N3F1	IgGI1H4N3F2	IgGI1H4N4	IgGI1H4N4F1	IgGI1H4N4F1S1	IgGI1H4N4F2	IgGI1H4N5F1	IgGI1H4N5F1S1	IgGI1H4N5F2S1	IgGI1H5N3F1	IgGI1H5N4	IgGI1H5N4F1	IgGI1H5N4F1S1	IgGI1H5N4F1S2	IgGI1H5N4F2	IgGI1H5N4F2S1	IgGI1H5N4F3	IgGI1H5N5F1	IgGI1H5N5F1S1	IgGI1H5N5F2	IgGI1H5N5F3	IgGI1H6N3F1G1	IgGI1H6N3F2	IgGI1H6N5F1	IgGIILE1H3N3F1	IgGIILE1H3N4	IgGIILE1H3N4F1	IgGIILE1H3N5F1	IgGIILE1H3N6F3	IgGIILE1H4N2	IgGIILE1H4N3	IgGIILE1H4N3F1	IgGIILE1H4N3F2	IgGIILE1H4N4	IgGIILE1H4N4F1	IgGIILE1H4N4F1S1	IgGIILE1H4N4F2	IgGIILE1H4N5F1	IgGIILE1H4N5F1S1	IgGIILE1H4N5F2S1	IgGIILE1H5N3F1	IgGIILE1H5N4	IgGIILE1H5N4F1	IgGIILE1H5N4F1S1	IgGIILE1H5N4F1S2	IgGIILE1H5N4F2	IgGIILE1H5N4F2S1	IgGIILE1H5N4F3	IgGIILE1H5N5F1	IgGIILE1H5N5F1S1	IgGIILE1H5N5F2	IgGIILE1H5N5F3	IgGIILE1H6N3F1G1	IgGIILE1H6N3F2	IgGIILE1H6N5F1	IgGIF1H3N3F1	IgGIF1H3N4	IgGIF1H3N4F1	IgGIF1H3N5F1	IgGIF1H3N6F3	IgGIF1H4N2	IgGIF1H4N3	IgGIF1H4N3F1	IgGIF1H4N3F2	IgGIF1H4N4	IgGIF1H4N4F1	IgGIF1H4N4F1S1	IgGIF1H4N4F2	IgGIF1H4N5F1	IgGIF1H4N5F1S1	IgGIF1H4N5F2S1	IgGIF1H5N3F1	IgGIF1H5N4	IgGIF1H5N4F1	IgGIF1H5N4F1S1	IgGIF1H5N4F1S2	IgGIF1H5N4F2	IgGIF1H5N4F2S1	IgGIF1H5N4F3	IgGIF1H5N5F1	IgGIF1H5N5F1S1	IgGIF1H5N5F2	IgGIF1H5N5F3	IgGIF1H6N3F1G1	IgGIF1H6N3F2	IgGIF1H6N5F1
"alignedLin_stand_01_2-B,4_01_55453.raw"		0.414252521	0.889409675	0.469936935	0.777799958	1.332856813	1.759366595	1.109481827	0.27949155	1.260989354	0.983738885	0.613689898	1.779223039	0.403504586	0.794835911	1.284172368	0.931859073	0.717866908	0.795892002	0.932320695	1.659197175	1.473972716	0.274401205	0.507926344	1.390268581	0.829280782	0.614074258	0.779798918	1.263555347	0.806526968	1.109523795	0.857547971	0.057174684	0.07626466	0.056263339	0.044106889	0.278195509	1.663825264	0.040348418	0.035674442	0.588879545	0.041545872	0.057803441	0.043241712	0.306788062	0.040622681	0.489418873	0.975118615	0.145487338	0.056125086	0.054065166	0.035699223	0.425874641	0.274963516	0.429599103	0.367112563	0.090596279	0.246885251	0.391805792	0.453955685	0.947800415	0.555006302	0.914733016	0.047342542	0.100890593	0.060210322	0.038453484	0.428684544	1.071951463	0.046106818	0.040678594	0.579602962	0.050359162	0.058842477	0.02443492	0.172448703	0.035300308	0.116604356	0.719536591	0.155649318	0.234130774	0.053239501	0.036884361	0.172527803	0.225484971	0.282047106	0.348287499	0.054125987	0.225998811	0.538688053	0.388212103	0.600389607	0.431139343	1.028485492																																0.064330386	0.316367197	0.055387717	0.046895067	0.453082628	0.506680887	0.033658751	0.044180739	0.618247729	0.041479984	0.059869475	0.047550916	0.267408005	0.047028037	0.336871686	1.126595339	0.495136898	0.070279348	0.044739374	0.039596983	0.286451585	0.231300941	0.424672956	0.351188766	0.054757348	0.251615025	0.684425591	0.311383315	0.634607922	0.669011518	0.765386542
"alignedLin_stand_03_2-D,3_01_55435.raw"		0.215749937	0.859101556	0.221058691	0.448943111	1.348229649	1.741014267	1.011582935	0.154446843	1.259985592	0.910538973	0.459572686	1.799900949	0.349464381	0.582183865	1.353652859	0.986662102	0.413096084	0.923207009	0.557812866	1.647505923	1.550801378	0.323426963	0.379740047	1.415579074	0.554302062	1.095725539	0.850060953	0.679434093	0.885158879	0.913878128	0.538970061	0.050419312	0.132636726	0.057473455	0.032623348	0.386111497	1.695486323	0.055145335	0.037485387	0.706674385	0.031863232	0.063923553	0.042917046	0.345555027	0.030666869	0.295629557	0.896650964	0.285413125	0.04933727	0.053324951	0.03343266	0.285785322	0.287223638	0.838096991	0.362300143	0.048656841	0.110809227	0.610047678	0.254697281	0.753063273	0.448912732	1.309822188	0.043454283	0.095727807	0.055388736	0.053595023	0.349937415	0.483568137	0.082976968	0.040475427	0.53294776	0.048525599	0.063699602	0.065441001	0.177459926	0.03793933	0.156096578	0.704740293	0.043988809	0.270769854	0.051032535	0.029133367	0.188753498	0.207830003	0.195336663	0.350367643	0.074954949	0.207692765	0.455262236	0.454962432	0.511046024	0.310873726	0.678594445	0.691817622	0.9033352	0.358212329	0.82988846	1.236227495	0.435068346	1.232960957	0.332953547	0.33555813	0.987715565	0.798471622	0.34330542	0.7134918	0.629557605	0.811890736	1.212112541	0.924367111	1.592225198	0.240549765	0.825497868	1.221521071	0.562910923	1.022022619	0.751601219	0.988497468	0.69202979	0.568249093	1.045831919	0.36759554	0.225266009	1.220857185	0.056009911	0.180575805	0.051436076	0.0474388	0.448420054	0.438895577	0.050034211	0.031410765	0.539241585	0.031810904	0.060193715	0.031208996	0.340404756	0.020711413	0.354744101	1.021159275	0.337332005	0.062810368	0.043679441	0.030853051	0.350629904	0.201254135	0.505828849	0.345549582	0.120285314	0.311010832	0.601787039	0.294094097	0.546600834	0.608658629	0.598344407
"aligned_id_05_2-B,1_01_55381.raw"		0.047384925	0.092513386	0.053139815	0.066674726	1.037841245	0.064482884	0.037844585	0.049977595	0.366569549	0.241551132	0.032432422	1.493135715	0.237331695	0.331081998	0.268038998	0.957813644	0.049761307	0.220577854	0.024036071	0.829092026	1.049300632	0.57187233	0.821201495	0.742428826	0.845057733	0.814231344	0.793876044	0.698504388	0.990002643	0.14048876	1.7071469	0.013050759	0.279331393	0.045147377	0.065335236	0.895507167	1.226920367	0.102931896	0.021354413	0.165123034	0.061370124	0.050953338	0.030622903	0.228285569	0.099283042	0.694958081	1.300955278	0.211097638	0.031193307	0.041255486	0.040649768	0.728820646	0.233114842	0.793951415	0.339026386	0.116692133	0.29388412	0.264892525	0.28749061	0.993290607	0.984517611	0.665682169	0.033092402	0.095032708	0.069304626	0.078144672	0.472158331	0.556923129	0.075457307	0.473435009	0.286125336	0.151189309	0.070576063	0.051931514	0.159894008	0.047781777	0.410860507	0.700902649	0.302408652	0.359394095	0.080610136	0.056519595	0.30159123	0.152012101	0.343255257	0.305110327	0.17312515	0.570190715	0.512645166	0.45346857	0.930393373	0.234113847	1.04851126																																0.047700181	1.134130417	0.047190693	0.364137176	0.640254222	0.303251831	0.024969115	0.046457492	0.354979512	0.041508589	0.036219771	0.034873374	0.540180844	0.084595314	1.172374385	0.796208267	0.13557593	0.035967165	0.033826971	0.058970093	0.29893718	0.261837747	0.853908866	0.331103168	0.266173063	0.386106805	0.551251802	0.476174059	0.482294131	0.526604384	0.772747284
"aligned_id_07_2-G,3_01_55444.raw"		0.158293766	1.098998103	0.287181092	1.072617731	0.949632468	1.185911832	0.934185516	0.517255221	1.081540533	0.910538973	0.622386913	1.064004679	0.928182922	1.06829596	0.968146662	1.01220052	0.350570247	0.983394693	0.928202048	1.05639403	0.964958195	0.936953443	1.051333709	1.048776565	1.059990409	1.054215452	1.131678409	1.181445466	0.940757102	1.113757928	1.052919326																																																															1.199631713	0.88181222	0.738376048	0.919437918	1.129175867	0.658301551	1.696378368	1.009939873	0.990390839	1.070164412	0.494712691	0.313901039	1.059224726	1.155656652	1.054314256	0.980635399	0.368834599	0.763786743	0.923641493	0.971039759	0.713443602	0.748074217	1.048468697	1.044105529	0.892779842	1.011012785	1.051273106	0.707659834	0.976818481	1.062109969	0.451389651	0.051281639	0.187289501	0.050176676	0.034339201	0.495326633	0.179474589	0.094062787	0.052762708	0.293830373	0.343107023	0.054871857	0.091428969	0.161202832	0.050936376	0.190243053	0.813361016	0.041011499	0.464559127	0.047704279	0.105199262	0.284996053	0.184434366	0.270998229	0.304516966	0.153494513	0.491485427	0.417986662	0.396469331	0.47075046	0.102099432	0.68953402
"aligned_id_12_2-D,2_01_55411.raw"																																	0.029311354	0.115706125	0.049946332	0.060822182	0.872478604	1.130847347	0.095744942	0.068734999	0.413018788	0.061321042	0.050979967	0.032180421	0.445936951	0.063343965	0.696050844	1.318424138	0.354635055	0.046015146	0.034369649	0.043075076	0.448287549	0.217772841	0.941754691	0.3414718	0.178874312	0.418283859	0.550972285	0.528251157	0.977378318	0.973094136	1.083551704	0.310550778	0.16650054	0.157739518	0.344429823	0.540279369	1.309959064	0.22392328	0.291988603	0.819687228	0.057539798	0.071894439	0.074684765	0.283641775	0.299402702	1.079680965	1.080762006	1.117064267	0.177693183	0.084501644	0.055127131	0.319020031	0.222971952	0.684904943	0.377830799	0.443987988	0.557300828	1.146036865	0.213627589	0.686372434	1.130108238	1.380882582	0.045923957	0.065180058	0.046031162	0.072839893	0.804240663	0.175498791	0.044705398	0.047008079	0.107660701	0.257288225	0.026574021	0.101029589	0.330875747	0.206298958	0.239058681	1.16799457	0.054846	0.121778459	0.029857098	0.13362425	0.507834157	0.313563671	0.541822534	0.356070763	0.70738114	0.746107287	1.063738177	0.790189334	0.471826334	0.094176536	1.203862944	0.024606281	0.57053334	0.038860293	0.072013409	0.853627313	1.715809136	1.207640346	0.254008907	0.459998213	0.768906982	0.02993804	0.135965042	0.651233601	0.090285643	0.928009589	1.137088387	0.805105869	0.363864439	0.043285159	0.04336702	0.598885026	0.287758725	0.280978857	0.361785879	0.343011399	0.861503124	1.297560522	0.40738666	1.254844571	0.953595216	1.316518652
"aligned_id_15_2-D,1_01_55387.raw"		0.334721135	0.826886135	0.283892293	0.521474973	1.332856813	1.35664785	0.869835946	0.689055898	0.436436555	0.841262512	0.431063136	1.525837461	0.937704257	0.896067519	1.034321046	0.955564902	0.626501248	0.597650679	1.346971758	1.235584528	1.118298111	0.538859448	0.563736222	0.895068924	1.014622692	0.98132182	1.079399238	0.94505557	1.059242898	0.859081936	0.903269887	0.151559435	0.386048977	0.030981792	0.181702439	0.857789821	1.327495614	0.204905464	0.165680012	0.494221815	0.058220648	0.015931552	0.086479196	0.514169883	0.189727729	0.98613618	1.067621215	0.487608806	0.07498725	0.078596577	0.100217475	0.571520118	0.689294968	0.690845543	0.341305787	0.191596196	0.5637099	1.089353813	0.91836648	0.739730001	1.040298283	0.669382603	0.080251359	0.103691552	0.073724822	0.132955434	0.232171756	0.243028503	0.057613198	0.074580379	0.321865089	0.145344954	0.060072817	0.042952454	0.062091332	0.107396508	0.17779782	0.949212051	0.124862834	0.450749799	0.047845619	0.04024871	0.05806368	0.036163433	0.101064774	0.325898623	0.203010628	0.327889508	0.597758382	0.173566552	0.532654599	0.089622124	0.993841965	0.017662411	0.168499335	0.043056003	0.07134461	0.787633789	0.284887893	0.070934815	0.030193277	0.190796708	0.461947969	0.031280342	0.530965835	0.339913858	0.227097605	0.571889485	0.787947325	0.044914057	0.307348636	0.051766359	0.234080384	1.078668612	0.297867622	1.026103918	0.610322032	1.379171658	0.751959836	0.546522489	0.473154651	0.915806597	0.160428101	1.677588877	0.052429877	0.376737185	0.030748991	0.178962572	1.018217564	1.404212726	0.24545488	0.356369864	0.569153325	0.152163494	0.063436633	0.290152241	0.968181812	0.052533924	1.751049646	1.029250995	0.453588471	0.074103867	0.134522113	0.177887328	0.723547081	0.516094472	0.832799708	0.334567734	0.221856431	0.909551923	0.654860925	0.813851069	0.43940021	0.406081766	1.187325156
"aligned_id_16_2-C,2_01_55408.raw"		0.048392483	0.155082151	0.054468184	0.046141851	0.949632468	0.099552224	0.046298691	0.046969752	0.295529131	0.292598666	0.028497403	0.803784742	0.3192393	0.298206967	0.76475103	0.951279633	0.051898598	0.164076005	0.011347149	0.413294974	1.128398255	0.652215972	0.890457117	0.789261685	0.818068404	0.77313666	0.991007548	0.926489369	0.940757102	0.146137123	1.108794945	0.360166975	0.879541283	0.123072788	0.767159744	0.951590023	1.467796506	0.166761706	0.152827504	0.485884215	0.166697208	0.174249376	0.658836169	1.093359756	0.654784207	0.336848446	1.338805464	0.913599464	0.62124002	0.438897735	0.580141828	0.712425293	0.733937398	1.579563165	0.621242994	0.976114868	1.060580707	0.89710597	1.017049195	0.73544884	0.907736319	0.778277888																																0.077000676	0.319233276	0.018765118	0.50414954	1.201316553	0.583187945	0.510384845	0.238210089	0.721622425	0.614499107	0.08604605	0.939807141	0.979233819	1.379553886	0.786973992	1.395220086	0.138776993	0.760423893	0.242046473	1.052895743	1.097533205	0.859210822	0.701957167	0.847256738	1.422199429	1.282685343	1.016770752	1.045831919	1.023439478	0.553144461	1.051285797	0.292077427	1.469764894	0.123121732	1.532154783	0.864683178	1.601763306	1.419620851	1.082161185	0.58091949	0.763053769	0.239794553	0.574606932	0.82990525	0.879044232	1.166744495	0.965794487	1.070336793	0.607417746	0.70787687	0.87514307	1.041762275	0.958624006	0.409017082	0.459001336	0.812773024	0.956016654	0.665614488	0.53894675	1.440277802	1.209034952	0.74216555
"aligned_id_18_2-A,1_01_55378.raw"		0.052233224	0.076459516	0.054542671	0.029737605	1.064677807	0.142093573	0.039420223	0.04525407	0.344254032	0.233345833	0.035125474	0.726168878	0.334872564	0.405510228	0.659564187	0.646910197	0.055576058	0.242137132	0.028885174	0.327939828	1.160581228	0.68880746	1.004058778	0.760440027	0.683290638	0.673148036	1.037083122	0.416743358	0.968299178	0.140719289	1.052919326	0.801708353	0.879541283	0.123870706	1.146636351	0.953645331	0.782104581	0.094640095	0.542224502	0.766748749	0.045023974	0.30386279	0.701122473	0.854321583	1.359042698	0.636325846	0.865133344	0.543112661	0.096397773	0.296217635	1.027740215	1.173919895	0.619185481	0.899521444	0.673474223	1.034636239	0.821915596	0.317905381	1.043414684	0.687121411	0.612753664	0.566743041	0.58969429	0.878947367	0.720286239	0.670595691	0.825627677	0.801975781	0.455850509	1.053890908	1.958614002	0.577843306	0.529788822	0.934326869	1.043942932	0.426158402	0.653622679	0.701720643	0.876888679	0.795587257	0.690050042	1.149993838	0.909141231	0.944493799	0.999475457	0.764884708	0.255805861	1.163546881	0.365955954	0.981369869	1.150772197	0.985556284	1.155624544																																0.036488283	0.401645657	0.053392579	0.373273225	0.833549079	0.19554046	0.10070926	0.029412297	0.346653001	0.333138607	0.049335226	0.189138619	0.344972634	0.036038877	0.349926978	0.789628319	0.025142144	0.395441696	0.064357689	0.15901532	0.426978386	0.347334998	0.690880804	0.370218343	0.169456419	0.395082891	0.523394423	0.556254324	0.831823447	0.10571858	0.51101148
"aligned_id_21_2-F,2_01_55417.raw"		0.027081703	0.545876933	0.047797484	0.387971562	0.949632468	0.206546198	0.262353651	0.044905676	0.292331694	0.748031891	0.045136805	1.064004679	0.994282921	0.882127311	0.948894455	0.95089945	0.041755416	0.611890318	0.248791543	1.05639403	0.953499876	0.936953443	1.051333709	1.030517954	1.059990409	0.950882618	1.052907362	1.048486429	0.940757102	0.464098179	1.074848042																																																																																														0.040901706	0.212078185	0.05435126	0.054138684	0.564979234	0.070053752	0.270932164	0.045059485	0.432432846	0.336405792	0.055474424	0.104879393	0.076525819	0.076700915	0.245620265	0.930360457	0.037391821	0.419012941	0.039302876	0.074718791	0.16184103	0.124164314	0.137015997	0.30978539	0.375046781	0.617132366	0.658238182	0.276390597	0.650134082	0.159669963	1.048494308
"aligned_stand_02_2-B,2_01_55405.raw"		0.316943282	0.822218576	0.208674582	0.867894133	1.537918672	1.401276995	1.086947789	0.140396503	1.095518301	1.032634157	0.223244875	1.758227444	0.417839432	0.533879502	1.533045393	0.783049546	0.2690404	0.826630227	0.65174231	1.60407593	1.342256886	0.264080623	0.700648675	1.338577836	1.059990409	0.683004515	0.660858903	0.676193444	0.920781236	0.894214124	0.67832303	0.044596514	0.109668352	0.055871303	0.034973019	0.49506711	1.311600976	0.073567347	0.031252278	0.746686323	0.033532202	0.051806508	0.037397604	0.276002943	0.059584079	0.481371023	1.046654668	0.50454993	0.040327923	0.030839103	0.029255642	0.407016607	0.285425685	0.724823344	0.359351257	0.127988421	0.180460215	0.571993891	0.544906394	1.601001931	0.861483803	0.594556049	0.047906498	0.064528289	0.056946129	0.044224235	0.326059545	0.459829033	0.071950614	0.03836696	0.523037125	0.031121466	0.053414568	0.071586535	0.142046148	0.031567641	0.089296231	0.619885746	0.039824746	0.29544191	0.045144732	0.02519099	0.118037583	0.197305842	0.23207647	0.349674972	0.049809214	0.075132362	0.477513477	0.420680802	0.487997005	0.20536645	0.909073818	1.06637445	0.631808839	0.104363479	0.858940062	0.790179932	0.309855119	1.129360867	0.201198672	0.353564328	1.257820749	0.128690789	0.736800269	0.915588243	0.430799385	0.718633283	1.041687183	0.144965882	1.121337729	0.408512301	1.150645303	0.399869288	1.010813016	0.755634804	1.093773959	1.708804866	0.628502372	1.310508809	1.303632061	0.861699565	0.458316165	1.150631298	0.057233978	0.181530103	0.051733567	0.042386435	0.396920764	0.453477586	0.041378834	0.027490871	0.54433856	0.042867398	0.059774852	0.0388352	0.357649932	0.037863495	0.742588828	1.253783056	0.336616058	0.060348548	0.050857618	0.039250366	0.44237523	0.25054825	0.461118432	0.345537727	0.065324473	0.356752399	0.450681295	0.343556413	0.750956805	0.616379005	1.039328361
"aligned_stand_03_2-D,3_01_55435.raw"		0.178242548	0.896280463	0.247931911	0.460979049	1.148926423	1.536632677	0.628372558	0.196532288	1.165211517	0.910538973	0.54871772	1.76151025	0.348446041	0.911443602	1.090969269	0.974905316	0.218764418	0.948862179	0.718361825	1.625155208	1.497747861	0.29195671	0.362051816	1.362799895	0.934779481	1.049169985	0.669927195	1.056950972	1.211556466	1.077897589	0.417533887	0.047990185	0.121722238	0.056012699	0.031081965	0.411533386	1.718216589	0.06144305	0.035852308	0.706687567	0.031937466	0.062626003	0.044731557	0.335707694	0.030075534	0.300207504	0.911344345	0.296877972	0.04990268	0.052686555	0.034088725	0.296590614	0.283606434	0.861710204	0.364110865	0.047729961	0.117472882	0.608708033	0.259984287	0.837238437	0.438603976	1.361536598	0.048224519	0.094584709	0.056537356	0.05473043	0.358115013	0.478640931	0.092090579	0.041956275	0.548444705	0.050109967	0.063963873	0.067022216	0.177809912	0.039440499	0.17075127	0.746788934	0.047866797	0.272142789	0.05108957	0.029653596	0.183112544	0.207525999	0.208308783	0.349471281	0.07964141	0.219079409	0.459604532	0.457944156	0.518381098	0.315417717	0.657014522																																0.056428479	0.173057737	0.051098949	0.047539805	0.458655538	0.436019423	0.046635859	0.033079327	0.527298022	0.036456676	0.059959945	0.030960486	0.347463929	0.020684122	0.470640573	1.013556661	0.370599888	0.059934281	0.04424144	0.031818139	0.371713517	0.20971693	0.525950533	0.34582488	0.127828049	0.287359207	0.58687677	0.310992616	0.524529413	0.646661565	0.568405504
																																																																																																																																																												
IPQ (3+)		IgGIA1H3N3F1	IgGIA1H3N4	IgGIA1H3N4F1	IgGIA1H3N5F1	IgGIA1H3N6F3	IgGIA1H4N2	IgGIA1H4N3	IgGIA1H4N3F1	IgGIA1H4N3F2	IgGIA1H4N4	IgGIA1H4N4F1	IgGIA1H4N4F1S1	IgGIA1H4N4F2	IgGIA1H4N5F1	IgGIA1H4N5F1S1	IgGIA1H4N5F2S1	IgGIA1H5N3F1	IgGIA1H5N4	IgGIA1H5N4F1	IgGIA1H5N4F1S1	IgGIA1H5N4F1S2	IgGIA1H5N4F2	IgGIA1H5N4F2S1	IgGIA1H5N4F3	IgGIA1H5N5F1	IgGIA1H5N5F1S1	IgGIA1H5N5F2	IgGIA1H5N5F3	IgGIA1H6N3F1G1	IgGIA1H6N3F2	IgGIA1H6N5F1	IgGII1H3N3F1	IgGII1H3N4	IgGII1H3N4F1	IgGII1H3N5F1	IgGII1H3N6F3	IgGII1H4N2	IgGII1H4N3	IgGII1H4N3F1	IgGII1H4N3F2	IgGII1H4N4	IgGII1H4N4F1	IgGII1H4N4F1S1	IgGII1H4N4F2	IgGII1H4N5F1	IgGII1H4N5F1S1	IgGII1H4N5F2S1	IgGII1H5N3F1	IgGII1H5N4	IgGII1H5N4F1	IgGII1H5N4F1S1	IgGII1H5N4F1S2	IgGII1H5N4F2	IgGII1H5N4F2S1	IgGII1H5N4F3	IgGII1H5N5F1	IgGII1H5N5F1S1	IgGII1H5N5F2	IgGII1H5N5F3	IgGII1H6N3F1G1	IgGII1H6N3F2	IgGII1H6N5F1	IgGI1H3N3F1	IgGI1H3N4	IgGI1H3N4F1	IgGI1H3N5F1	IgGI1H3N6F3	IgGI1H4N2	IgGI1H4N3	IgGI1H4N3F1	IgGI1H4N3F2	IgGI1H4N4	IgGI1H4N4F1	IgGI1H4N4F1S1	IgGI1H4N4F2	IgGI1H4N5F1	IgGI1H4N5F1S1	IgGI1H4N5F2S1	IgGI1H5N3F1	IgGI1H5N4	IgGI1H5N4F1	IgGI1H5N4F1S1	IgGI1H5N4F1S2	IgGI1H5N4F2	IgGI1H5N4F2S1	IgGI1H5N4F3	IgGI1H5N5F1	IgGI1H5N5F1S1	IgGI1H5N5F2	IgGI1H5N5F3	IgGI1H6N3F1G1	IgGI1H6N3F2	IgGI1H6N5F1	IgGIILE1H3N3F1	IgGIILE1H3N4	IgGIILE1H3N4F1	IgGIILE1H3N5F1	IgGIILE1H3N6F3	IgGIILE1H4N2	IgGIILE1H4N3	IgGIILE1H4N3F1	IgGIILE1H4N3F2	IgGIILE1H4N4	IgGIILE1H4N4F1	IgGIILE1H4N4F1S1	IgGIILE1H4N4F2	IgGIILE1H4N5F1	IgGIILE1H4N5F1S1	IgGIILE1H4N5F2S1	IgGIILE1H5N3F1	IgGIILE1H5N4	IgGIILE1H5N4F1	IgGIILE1H5N4F1S1	IgGIILE1H5N4F1S2	IgGIILE1H5N4F2	IgGIILE1H5N4F2S1	IgGIILE1H5N4F3	IgGIILE1H5N5F1	IgGIILE1H5N5F1S1	IgGIILE1H5N5F2	IgGIILE1H5N5F3	IgGIILE1H6N3F1G1	IgGIILE1H6N3F2	IgGIILE1H6N5F1	IgGIF1H3N3F1	IgGIF1H3N4	IgGIF1H3N4F1	IgGIF1H3N5F1	IgGIF1H3N6F3	IgGIF1H4N2	IgGIF1H4N3	IgGIF1H4N3F1	IgGIF1H4N3F2	IgGIF1H4N4	IgGIF1H4N4F1	IgGIF1H4N4F1S1	IgGIF1H4N4F2	IgGIF1H4N5F1	IgGIF1H4N5F1S1	IgGIF1H4N5F2S1	IgGIF1H5N3F1	IgGIF1H5N4	IgGIF1H5N4F1	IgGIF1H5N4F1S1	IgGIF1H5N4F1S2	IgGIF1H5N4F2	IgGIF1H5N4F2S1	IgGIF1H5N4F3	IgGIF1H5N5F1	IgGIF1H5N5F1S1	IgGIF1H5N5F2	IgGIF1H5N5F3	IgGIF1H6N3F1G1	IgGIF1H6N3F2	IgGIF1H6N5F1
Fraction		0.995176567	0.994734242	0.99328932	0.990935233	0.992827971	0.99656468	0.995067423	0.993688577	0.992059478	0.993155752	0.991434563	0.99495921	0.995916608	0.99557362	0.993374815	0.993689988	0.991912085	0.991280234	0.995850421	0.993759587	0.992825988	0.994774699	0.994017257	0.993628327	0.99436508	0.993587805	0.993150617	0.993497612	0.994046642	0.995087754	0.993062917	0.994441679	0.993948451	0.992345224	0.995977383	0.993786605	0.995999691	0.994321229	0.992788835	0.990990473	0.992199127	0.990303121	0.994147998	0.995224708	0.994837378	0.994196419	0.992923203	0.990829985	0.990135406	0.995152948	0.994505429	0.991981494	0.993939935	0.993282103	0.994424902	0.993480833	0.992812375	0.994014109	0.992712644	0.993105912	0.994294876	0.993914564	0.994199493	0.993693366	0.992051685	0.995848006	0.993581099	0.995802072	0.99407647	0.992506344	0.990668132	0.991902898	0.996114529	0.99398361	0.995080281	0.9946857	0.994000349	0.992700614	0.990504914	0.996051023	0.995006706	0.994316467	0.991741272	0.993772085	0.993067136	0.994233868	0.993305156	0.992587917	0.993814118	0.992485909	0.992929948	0.994132775	0.99371277	0.994756341	0.994285494	0.992752116	0.99026538	0.994086676	0.996239877	0.994640905	0.993176197	0.991452706	0.9926116	0.990793007	0.994524363	0.995545564	0.99517893	0.992827971	0.993255937	0.991298063	0.990631273	0.995476136	0.993237442	0.992348693	0.994327386	0.993600874	0.99309629	0.993891385	0.993148957	0.994304682	0.993053437	0.993544622	0.994662493	0.994208743	0.994321229	0.99382156	0.992199127	0.99591313	0.993684309	0.995901488	0.994199493	0.992648255	0.990829985	0.992051685	0.990135406	0.994066278	0.995152948	0.994762	0.994098832	0.992812375	0.990668132	0.996114529	0.995080281	0.994411389	0.99186186	0.993856488	0.99317508	0.994329828	0.993393479	0.992700614	0.993914564	0.992599746	0.99301837	0.994214297	0.993814118
